FID,osm_id,amenity,name,short_name,official_name,alt_name,old_name,operator,operator-type,emergency,capacity,wheelchair,ref-FR-FINESS,type-FR-FINESS,ref-FR-NAF,ref-FR-SIRET,contact-website,url,phone,contact-phone,fax,contact-fax,email,contact-email,addr-housename,addr-housenumber,addr-street,addr-city,addr-postcode,wikidata,wikipedia,description,opening_hours,source,note,osm_type,osm_version,osm_timestamp,healthcare-speciality,the_geom,osm_original_geom
hospitals_point.176046073,176046073,hospital,Maison médicale,,,,,,,,,,710013889,603,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,way,4,2020-04-10T03:28:41Z,,POINT (568836.1524117837 5889723.150905403),"SRID=3857;POLYGON((568813.7662055125 5889724.151716608,568849.1880674829 5889705.930932624,568858.3830574224 5889723.810989224,568848.1416642694 5889729.084152622,568847.1954485977 5889727.266939032,568822.0261117293 5889740.21459409,568813.7662055125 5889724.151716608))"
hospitals_point.148740893,148740893,hospital,Hôpital André Fourrier,,,,,,,,,,590062279,101,,,,,,,,,,,,,,,,,,,,Le ministère des solidarités et de la santé - 2021-09,,way,6,2024-05-27T11:25:13Z,,POINT (337721.8530813714 6552550.25996703),"SRID=3857;POLYGON((337680.6733254245 6552559.057297362,337682.4767011753 6552558.759088087,337682.36538168456 6552555.61912047,337682.710472106 6552549.953148409,337683.9572504029 6552542.585636374,337685.5602510703 6552536.16538125,337688.4879536782 6552528.622464948,337691.35999654065 6552523.35996928,337701.8574245224 6552529.499547885,337698.3285966643 6552536.779339857,337696.3359777791 6552541.883968904,337695.07806753315 6552547.865685997,337694.3990186393 6552553.163280706,337702.75911239785 6552551.724860616,337708.9818719332 6552549.777731378,337715.7055691771 6552546.444808525,337722.6185095554 6552541.357718343,337728.87466493796 6552534.762047463,337734.19573659793 6552526.096466608,337736.8896682751 6552518.641267687,337738.48153699347 6552509.133706129,337738.58172453515 6552502.292478576,337746.3740888907 6552502.222312166,337746.3852208397 6552499.994529058,337740.7969824019 6552499.678780315,337740.8860379945 6552498.029870432,337758.1294271184 6552497.766746544,337758.3854619473 6552549.5321475435,337749.39084709116 6552549.72510627,337749.4353748875 6552552.145861593,337754.9568216308 6552551.987986222,337754.9456896818 6552553.461489783,337749.4687707347 6552553.671990312,337749.64688192 6552562.056932458,337751.0940353003 6552562.197266291,337751.1162991985 6552565.793321553,337746.563332025 6552565.898571972,337736.5334459045 6552566.1441562995,337736.4332583628 6552562.4077670425,337738.01399513206 6552562.302516662,337737.6243769143 6552557.180333269,337730.0101237441 6552561.250012969,337723.3420862456 6552565.530195503,337716.7965001869 6552571.020760778,337711.51995632326 6552576.283286835,337712.88918606006 6552579.247844656,337714.55897842196 6552581.721233955,337716.11745129304 6552584.071831559,337718.00988263654 6552586.106677787,337721.57210634195 6552589.386991296,337717.5868685715 6552593.123392763,337723.0081277732 6552598.491183753,337715.09331197775 6552606.069247561,337713.9021934263 6552604.893945546,337710.41789336444 6552601.490833179,337706.6775584738 6552597.842136946,337703.31570985186 6552594.368860297,337700.47706283664 6552591.08854481,337697.93897844653 6552587.211810002,337695.0446716859 6552581.230064388,337693.3971432221 6552576.897248428,337688.58814121987 6552577.96729588,337688.38776613644 6552576.949873709,337684.34686862066 6552578.247964089,337682.6325484625 6552572.581976494,337681.66406889254 6552566.915992782,337680.6733254245 6552559.057297362))"
hospitals_point.26390991,26390991,hospital,CHU de Montpellier,,,,,CHU de Montpellier,,,,limited,340782036,,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre;mise à jour : 2007,,way,23,2025-02-10T20:20:51Z,,POINT (430245.19987655483 5408249.60626428),"SRID=3857;POLYGON((429837.42659846053 5408465.861603243,429840.6882595408 5408298.407682927,429842.3580519027 5408242.226403411,429851.92039616185 5408236.105386741,429888.6001683782 5408253.314989157,429914.05893592257 5408263.250127213,429933.41739537154 5408270.109377366,429994.8768862385 5408301.991115844,430011.9532961262 5408308.050657926,430020.83659149153 5408309.55785429,430035.10775021114 5408309.80392719,430049.31211723643 5408307.389337149,430068.05831948604 5408300.899168327,430077.9100944212 5408294.731974211,430085.9473616565 5408288.503266124,430090.7118358625 5408283.428025605,430104.7380917024 5408260.650995636,430173.18844659114 5408087.956488341,430371.59317503206 5407885.553220183,430376.89198279375 5407883.400181353,430383.237193769 5407882.508208271,430390.5508843142 5407882.64661788,430396.3394978354 5407884.246017977,430404.844306932 5407890.705136558,430420.30658420315 5407906.222418451,430419.8501742909 5407907.498865994,430491.2616276348 5407979.810675861,430493.44348965434 5407977.503825041,430511.36592767213 5407995.7740993025,430509.28425319423 5407998.01943853,430523.31050903414 5408012.5680196155,430525.3253918176 5408010.630258023,430536.4462089478 5408022.133801052,430534.6650970951 5408024.286872194,430600.5662356447 5408090.87853439,430600.599631492 5408094.384990867,430601.4790554692 5408098.122136735,430602.7926254606 5408100.675084986,430604.9744874802 5408103.08962103,430592.65141984937 5408120.099045676,430577.31159401796 5408135.924297981,430562.6062892842 5408181.723868868,430553.878841206 5408205.60801987,430536.35715335514 5408236.643666939,430484.67151377985 5408306.005177541,430479.18346288375 5408313.3719849605,430469.33168794855 5408339.501898292,430468.407736175 5408359.849139166,430465.27965848363 5408376.766758273,430457.74332895695 5408389.008981953,430441.59087084286 5408400.559134988,430398.2319291788 5408432.502842437,430386.7882855253 5408442.653489967,430364.157033047 5408450.328002091,430347.870991544 5408455.849348421,430250.4441732017 5408465.984641771,430190.33164817333 5408473.966769852,430122.5603421784 5408482.425679965,430072.2439323399 5408495.037160324,429946.7979981649 5408525.243263726,429850.97418049007 5408487.408750634,429837.42659846053 5408465.861603243))"
hospitals_point.97444339,97444339,hospital,Centre Hospitalier Psychiatrique Interdépartemental Site de Fitz James,,,,,,,,,,600105431,292,,,,,,,,,,,,,,,,,,,,,,way,14,2024-05-20T21:22:12Z,,POINT (271665.5214447065 6340408.268016213),"SRID=3857;POLYGON((270772.037724382 6340242.31127856,270834.6772018514 6340176.732760344,270928.35255335394 6340128.6820719,271042.0431493011 6340116.404395586,271095.86612309964 6340062.35205345,271142.78728846903 6340065.566798652,271155.4443145722 6340064.50661659,271166.20890933194 6340063.788428816,271216.8147498465 6340060.453986386,271240.4033499456 6340056.042264587,271290.6641000388 6340038.4979984965,271289.23921055667 6340033.795594219,271301.80718106724 6340028.289509649,271305.81468273577 6340026.528247333,271314.69797810103 6340032.410522917,271341.9823852945 6340020.286883846,271376.35784405144 6340004.999837797,271431.1938252162 6339980.615859934,271477.2466985574 6339960.147736795,271492.01879498566 6339953.61573138,271525.3478505291 6339938.756292961,271552.8660286532 6339926.649888447,271595.82422015036 6339907.737941161,271875.59236441203 6339784.640329931,271884.3309444393 6339794.728828646,272088.39070301247 6340030.2901672935,272158.91160043003 6340111.701947707,272177.43516369804 6340133.093831839,272355.3571058329 6340338.2774277385,272160.8374276207 6340500.611828525,272069.9673272862 6340580.814012054,271955.9650367648 6340681.418387839,272207.9144402772 6340915.19183388,272223.0316271269 6340930.788362536,272270.95466791344 6340980.211764099,272276.4761146568 6340978.809435205,272115.75303384947 6341143.020319651,272059.692538286 6341090.979384737,271875.8261353427 6340920.253861935,271836.39677170373 6340883.65683588,271823.1386203503 6340866.948807359,271784.52188899403 6340837.893676192,271773.1561689841 6340830.574329977,271706.50918984617 6340787.6160526825,271675.7070867436 6340765.333242973,271659.88858710194 6340719.091898571,271663.76250538154 6340699.819046509,271642.8567050105 6340692.123598854,271628.68573383254 6340713.34595047,271625.0121906364 6340718.134240276,271621.37204328744 6340723.4355643215,271592.395579834 6340761.913016476,271580.0279844068 6340795.568105755,271573.037120385 6340814.5504564345,271572.0241130188 6340817.320857143,271569.46376473055 6340824.161356641,271542.0903019445 6340898.227221549,271534.5094446215 6340918.731832909,271528.9434700818 6340933.952135587,271508.1267253034 6340986.111808972,271503.8965846533 6340996.543782508,271495.73686597816 6341017.44197173,271476.7346288997 6341035.552637662,271452.33339651785 6341048.071081123,271440.0437247343 6341048.601234196,271428.83385201136 6341048.703844472,271360.66179584956 6341091.4411333185,271357.80088493624 6341088.123384823,271317.97077113035 6341005.864163259,271333.4775761979 6340984.983104416,271369.5339592658 6340905.392713908,271376.21312871337 6340916.16661607,271378.32819903846 6340910.181113167,271375.99048973183 6340905.9057565555,271299.40268006606 6340779.527197812,271266.1181523188 6340723.777585342,271252.6484939329 6340701.717258016,271241.293905872 6340683.590210694,271237.84300165734 6340679.4859789945,271235.72793133225 6340677.604873473,271233.6128610072 6340676.578816091,271229.8279983203 6340676.065787446,271222.7035509095 6340675.039730252,271219.6979246581 6340674.526701703,271216.469659425 6340673.842663685,271208.8442743057 6340670.747392352,271223.05977328 6340651.577256609,271226.5440733418 6340644.856603857,271228.0691503657 6340631.688928292,271191.0776835751 6340628.764681066,271201.9424658765 6340521.50878426,271238.355071315 6340525.920750464,271238.97846046346 6340519.337003298,271237.7650780138 6340517.900550057,271235.41623675806 6340516.874512176,271215.57910349866 6340514.429122404,271207.45278067084 6340513.437286195,271207.9537183794 6340508.820119179,271208.3433365972 6340505.2289910335,271208.8999340511 6340500.098810626,271217.1264444208 6340501.039343467,271236.51829971693 6340503.279522109,271238.66676588927 6340502.920409459,271240.7484403671 6340501.005142272,271241.4831490063 6340498.645260082,271242.006350613 6340493.019166809,271245.7466855037 6340452.764493868,271247.8506238797 6340430.055060832,271249.27551336185 6340421.932349309,271262.5336647153 6340346.690763213,271254.97507129045 6340345.254339485,271216.72569425387 6340337.952522676,271219.27491059306 6340322.579397492,271189.3522314678 6340321.365280907,271175.9493647763 6340273.296665215,271127.08010831807 6340273.382165888,271118.73114650854 6340272.1509562805,271097.46912376705 6340296.2621772885,271061.62424773164 6340336.960707302,271053.8318833761 6340346.536860661,271044.70368513104 6340357.310046232,271034.90756994125 6340369.10926533,271033.89456257503 6340370.648295127,271022.99638442637 6340387.235634189,271020.76999461045 6340391.510726884,271007.5229752061 6340421.094427937,271005.65280776075 6340419.435685873,270772.037724382 6340242.31127856))"
hospitals_point.3354784650,3354784650,hospital,Médecin,,,,,,,,,,,,,,,,,,,,,,,,D47,Monteils,12200,,,,,,,node,3,2024-04-24T13:01:35Z,,POINT (222160.50815121952 5506781.3704510415),
hospitals_point.558054995,558054995,hospital,Pôle de Santé La Francilienne,,,,,,,,,,,,,,,,,,,,,,,22,Avenue de la République,Pontault-Combault,77340,,,,,,,way,5,2021-01-13T06:13:14Z,,POINT (291092.269956796 6241937.059687473),"SRID=3857;POLYGON((291044.1741579162 6241949.862917889,291079.66281158116 6241899.2076119,291080.78713843814 6241898.463925981,291083.158243592 6241898.210396703,291084.96161934285 6241898.616043547,291102.7059461753 6241913.219342927,291142.75869896275 6241946.127564667,291139.5415656788 6241950.065742543,291138.9404404285 6241950.792530937,291137.9608289096 6241951.992577024,291126.40586576523 6241966.122709921,291122.5096835875 6241970.8721976755,291086.31971713057 6241942.087976383,291069.5883976643 6241964.702934735,291066.56050751475 6241962.370447452,291064.36751354614 6241965.480430639,291044.1741579162 6241949.862917889))"
hospitals_point.45061718,45061718,hospital,Clinique Kennedy,,,,,,,,,,300781465,365,,,,,,,,,,,,,,,,,,,,,,way,4,2021-11-26T22:37:39Z,,POINT (483976.708972234 5439414.732144948),"SRID=3857;POLYGON((483893.38095928956 5439446.301499516,483897.232613671 5439426.703459365,483901.5740738119 5439370.347752672,483908.6762573246 5439372.137797196,483913.0733772109 5439355.147819634,483967.5865318523 5439359.838963803,483996.21790488437 5439362.90981276,484021.40950565087 5439368.233648806,484033.643517689 5439369.653338939,484061.42886259104 5439373.079113855,484058.5456877795 5439384.3286269335,484055.59572127357 5439396.550335726,484053.3359356104 5439405.299978118,484047.53619014 5439428.709556048,484033.2316355731 5439496.654765557,484026.1183201115 5439493.707324991,484023.06816606363 5439491.438876611,484021.7991238686 5439492.318478978,484017.00125381537 5439485.420546883,484015.58749628236 5439482.14904622,484017.0680455099 5439481.05340239,484015.0531627266 5439470.945708414,484006.86004820425 5439467.13410761,483996.7411064911 5439462.674382359,483982.4810797204 5439468.337770852,483974.63305561955 5439469.83463433,483961.5530154513 5439469.063055188,483893.38095928956 5439446.301499516))"
hospitals_point.1275754995,1275754995,hospital,Hôpital Privé de Villeneuve d'Ascq,,,,,Ramsay Santé,private,yes,,,590782553,365,,47678033300037,,,+33 3 20 99 41 41,,+33320995678,,,,,,,,,,,,,Le ministère des solidarités et de la santé - 03/2019,,way,2,2024-05-17T14:27:58Z,,POINT (350934.7636568699 6560132.224689285),"SRID=3857;POLYGON((350716.94266985427 6560096.756744388,350735.67774015473 6560086.7312715575,350731.20269662485 6560078.180659003,350723.33240862575 6560063.151267044,351141.8714301103 6559849.687696509,351167.2188781639 6559904.361093447,351111.4923410728 6559930.820057614,351100.8835936002 6559935.876591284,351102.86508053634 6559943.0400192905,351011.5051744423 6559990.410099309,351075.5361455466 6560119.458954696,351090.60880459996 6560150.711906377,351137.02903226076 6560246.964718431,351016.4700237317 6560307.909026074,351004.4586506751 6560281.905364075,350931.83381488157 6560315.072777209,350942.2978470161 6560337.213723846,350832.10268307984 6560391.872794262,350806.9778740078 6560345.694371807,350824.16560338624 6560342.498764305,350862.2480011867 6560329.663671923,350818.5439691012 6560236.271856959,350767.1922879983 6560260.624913025,350752.9211292786 6560225.245406773,350763.2293141261 6560218.64359015,350754.94714401104 6560196.819005258,350716.94266985427 6560096.756744388))"
hospitals_point.151422134,151422134,hospital,Centre hospitalier Ariège Couserans,,,,,,,yes,,,090000183,355,,,,,+33 5 61 96 20 20,,+33 5 61 66 61 71,,,,,,,,,,,,,,,way,9,2023-10-26T23:09:57Z,,POINT (125731.12293004326 5311905.983649242),"SRID=3857;POLYGON((125253.02862934434 5311635.301116631,125283.06262796035 5311599.2438880885,125320.02069890371 5311583.353790136,125398.63452330192 5311621.633142809,125542.87118752277 5311571.7406417485,125673.42668632511 5311687.263952219,125776.67551403587 5311698.116215313,125881.91696063183 5311748.785644005,125946.17057071773 5311803.808479613,126006.32762354241 5311746.380780566,126126.63059724269 5311822.271262961,126115.01997435295 5311902.92650402,126084.94144794061 5312060.829531467,126042.55098584654 5312127.133159052,125887.38274762979 5312205.751361517,125815.61507191537 5312244.033261807,125748.62300235598 5312241.293398927,125695.300966266 5312191.047500317,125659.07760396186 5312169.1744079515,125617.978447961 5312152.050415186,125585.43976080212 5312145.550916808,125552.68956661073 5312131.075469439,125536.73748358006 5312111.120394182,125531.5499953091 5312089.536691765,125537.76162289537 5312062.945273571,125534.85618418563 5312036.719237981,125521.28633825794 5312012.639448827,125489.30424855303 5311920.217470927,125448.33867594111 5311925.377369533,125405.87029020349 5311864.585116618,125397.95547440808 5311810.307740493,125387.01276846313 5311742.621280097,125351.46845505282 5311705.711284911,125320.02069890371 5311672.91097844,125278.32041765255 5311664.0221913,125253.02862934434 5311635.301116631))"
hospitals_point.158252094,158252094,hospital,Clinique Ambroise Paré,,,,,,,no,,,570000356,128,,,,,,,,,,,,21,Route de Guentrange,Thionville,57100,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,way,7,2024-10-03T02:16:15Z,,POINT (685089.0770805612 6336340.275965203),"SRID=3857;POLYGON((685005.5775274187 6336317.291057285,685036.9807557715 6336311.069540022,685046.6655514705 6336309.155227945,685039.5633679578 6336274.202017113,685060.4580363798 6336269.621362598,685063.7308294091 6336269.09151093,685081.7534549684 6336266.032045509,685074.3284449327 6336230.344061838,685128.8304676249 6336225.797615034,685138.1145131573 6336225.028479538,685163.6178084979 6336406.546408046,685111.6093423993 6336420.476618189,685033.8749419784 6336446.662057299,685023.2661945057 6336400.461562758,685005.5775274187 6336317.291057285))"
hospitals_point.13003709652,13003709652,hospital,Centre de jour Froissart,,,,,,,,,,590064119,355,,,,,+33327140783,,,,,,,,,,,,,,,Le ministère des solidarités et de la santé - 2025-05,,node,1,2025-07-16T06:45:26Z,,POINT (392163.4934056494 6509544.542308737),
hospitals_point.1281150823,1281150823,hospital,Centre de Santé Mentale Yves Pelicier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,2,2025-12-12T20:06:56Z,,POINT (-220113.58470995963 6210653.243796689),"SRID=3857;POLYGON((-220281.0789242585 6210696.644472885,-220216.97002951064 6210610.020283296,-220183.89700879596 6210550.845557074,-220163.62572952252 6210506.254288254,-220130.87553533114 6210520.197454426,-220113.85478518883 6210482.274790262,-220110.28142953437 6210478.991086179,-219933.2166474786 6210577.82271469,-220001.88964134897 6210698.44634623,-220023.38543502116 6210721.736014612,-220067.5792728661 6210785.037756736,-220087.4386700236 6210786.536526763,-220106.24053201854 6210798.476176062,-220124.16297003627 6210806.828888504,-220134.90530089787 6210809.52331362,-220152.08189832728 6210810.26428068,-220160.887270049 6210814.592203191,-220163.87063240228 6210819.071689514,-220276.43690149242 6210745.177307093,-220255.68694840855 6210713.080266348,-220281.0789242585 6210696.644472885))"
hospitals_point.283342353,283342353,hospital,Clinique Saint-Christophe,,,,,,,,,,660005166,109,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour :2008,,node,3,2020-04-07T13:40:04Z,,POINT (322240.74900799006 5268861.511560574),
hospitals_point.115741309,115741309,hospital,Hôpital Saint-Antoine,,,,,,,,,,060000536,,,,,,,,,,,,,,,,,Q92062688,,,,Le ministère des solidarités et de la santé - 03/2019,,way,7,2025-11-01T07:27:48Z,,POINT (807948.2223390937 5476590.488894664),"SRID=3857;POLYGON((807909.5533939925 5476600.724572476,807910.332630428 5476592.977545197,807915.8540771713 5476594.07762267,807921.0304334933 5476594.619914431,807922.9339967858 5476581.80634338,807919.2381896914 5476581.357016548,807919.460828673 5476575.93410822,807923.6909693233 5476576.553869009,807924.358886268 5476572.215544362,807932.5965285867 5476572.990245039,807932.496341045 5476574.012850036,807932.6410563829 5476574.043838069,807936.4704468662 5476574.462176512,807948.1812572978 5476575.6242278395,807948.51521577 5476574.384706426,807974.1186986526 5476577.17362984,807972.4489062907 5476593.2874261625,807984.8053697685 5476591.428140526,807986.1412036582 5476601.034453703,807973.8960596708 5476603.203622589,807973.4507817079 5476600.259750655,807970.3338359656 5476600.724572476,807969.5323356319 5476600.9724774575,807968.8866825852 5476605.992554765,807962.3188326284 5476605.527732676,807961.8735546652 5476607.541961897,807949.5616189835 5476606.395400595,807949.1831327148 5476608.626547044,807943.7284776659 5476607.696902625,807944.0401722402 5476602.785282835,807932.8191675682 5476601.344334942,807933.0418065499 5476597.005998565,807927.030554047 5476596.541176932,807926.8079150653 5476598.400463604,807922.0211769613 5476598.245523035,807921.3977878127 5476601.716192438,807924.7485044857 5476603.064176003,807923.6909693233 5476605.682673369,807917.3457583481 5476603.66844456,807914.4514515874 5476601.964097447,807909.5533939925 5476600.724572476))"
hospitals_point.687870363,687870363,hospital,Hôpital Nord-Ouest Grandris Haute Azergues,,,,,,,,,,690000617,355,,,,,+33474030258,,+33474030220,,,,,,Rue de l'Hôpital,Grandris,69870,,,,,Le ministère des solidarités et de la santé - 03/2019,,way,3,2024-03-14T19:44:24Z,,POINT (498453.2905666328 5787240.566881024),"SRID=3857;POLYGON((498334.1905829561 5787124.740823644,498360.8404690521 5787088.20787303,498402.785653183 5787136.15940627,498431.38363036775 5787102.04803809,498473.6293771238 5787127.659617242,498483.2028533321 5787135.806584678,498485.58509043505 5787133.400983278,498507.9269122372 5787153.239195674,498523.85673136974 5787167.785108007,498530.5359008173 5787173.87932314,498543.04821158247 5787184.4640225405,498549.61606153933 5787195.0647720415,498550.3619021276 5787249.11115047,498547.0779771492 5787313.742712423,498533.1964366473 5787320.4624974085,498525.58218347706 5787327.775682089,498522.7435364618 5787334.495477719,498515.4298459167 5787384.068160957,498510.3536771366 5787396.898405618,498503.93054251774 5787404.516372178,498495.1251707959 5787410.4824474035,498485.4181111988 5787414.219265383,498473.7740924618 5787414.812665808,498464.22288015176 5787412.583404959,498453.9258272534 5787407.499409287,498446.01101145794 5787400.041818393,498440.0442867515 5787391.381398136,498409.43142678327 5787290.760765534,498405.10109859146 5787284.778733308,498398.3885332966 5787282.549505173,498379.2749767274 5787260.594043663,498384.0505828824 5787245.3744021235,498341.0589955381 5787189.836564198,498334.1905829561 5787124.740823644))"
hospitals_point.568765058,568765058,hospital,Maternité catholique Sainte-Félicité,,,,,,,,,,750300667,122,,,,,,,,,,,,,,,,,,,,,,way,5,2025-09-08T08:10:39Z,obstetrics,POINT (254757.41401446506 6247610.504218864),"SRID=3857;POLYGON((254699.99681042708 6247629.030279126,254724.26445942002 6247607.042906029,254726.35726584692 6247605.14861194,254743.7453703088 6247589.453048636,254746.7509965602 6247586.746919972,254735.28508900854 6247574.231086141,254760.62140511308 6247551.922503854,254770.2394091176 6247543.448978896,254781.92795565093 6247555.457370066,254785.8241378287 6247552.074722947,254790.3882369512 6247567.533431311,254792.19161270207 6247571.085217302,254790.53295228927 6247571.913967582,254785.167352833 6247570.391773257,254780.25816328902 6247571.694095053,254778.7553501633 6247572.878024135,254777.74234279708 6247573.689861312,254776.4176408567 6247576.582031899,254776.0725504352 6247580.21838813,254777.2080092413 6247583.415000243,254779.00025304305 6247586.138041144,254781.9836153963 6247587.660238303,254785.26754037468 6247588.286030546,254788.54033340406 6247587.558758484,254790.65540372912 6247586.171867744,254792.18048075296 6247584.345231507,254793.2936756609 6247582.366376029,254794.3178149762 6247579.761729353,254796.11005877797 6247578.8314985875,254798.92644189505 6247584.412884695,254813.29778815643 6247606.552419127,254739.11447949184 6247672.48087885,254720.3460133441 6247651.626592781,254699.99681042708 6247629.030279126))"
hospitals_point.508006985,508006985,hospital,Centre hospitalier Pierre Oudot,,,,,,public,yes,,,380000034,355,,26380006200238,,,+33 4 69 15 70 00,,+33 4 69 15 70 13,,,,,30,Avenue du Médipôle,,,Q105164823,,,,,,way,13,2025-04-18T13:45:32Z,intensive,POINT (583916.9002485654 5715829.610295493),"SRID=3857;POLYGON((583578.6046029801 5715878.941629311,583613.0579853806 5715847.297954482,583651.6524528387 5715814.222559052,583721.9618432238 5715757.633530309,583778.545540394 5715716.428924825,583836.3982797593 5715677.165408206,583898.4477639275 5715641.767936898,583908.08803183 5715637.186162107,583918.5075361684 5715626.908995257,583984.3418830235 5715590.143561801,584055.1856069644 5715554.90552341,584107.3610522992 5715531.233275944,584112.6598600609 5715546.696591777,584112.8379712462 5715553.155556731,584114.1515412375 5715601.932029167,584115.9437850392 5715614.770499187,584125.3502820113 5715651.949667077,584192.0863167419 5715768.690396963,584210.3872410284 5715791.440539771,584248.1579442546 5715854.711696291,584209.1070668842 5715884.5417282395,584186.6093977949 5715846.852493796,584185.2179041599 5715844.5297348695,584151.666209635 5715814.190740548,584060.183852101 5715917.490108708,583866.9332160838 5716135.722505067,583854.3095858279 5716124.474266177,583862.2244016232 5716115.6761486055,583845.203651481 5716100.307305805,583837.1997800929 5716109.248596222,583769.9182798575 5716049.332575604,583777.577060824 5716041.075460371,583751.8399945527 5716018.14967565,583713.9023120903 5715984.262259906,583709.2046295789 5715980.078048011,583701.5347166632 5715988.430564202,583662.1832766678 5715953.365958221,583671.7344889778 5715942.690690371,583628.9544086659 5715904.698931595,583624.479365136 5715909.630850948,583619.4922519486 5715915.358244581,583578.6046029801 5715878.941629311))"
hospitals_point.-6058653,-6058653,hospital,CH des Deux Rives,,,,,,,,,,820000461,,,,,,,,,,,,,52,Boulevard Victor Guilhem,,,Q92063207,,,,,,way,4,2022-08-18T20:49:53Z,,POINT (98794.19130471881 5482508.39757714),"SRID=3857;POLYGON((98739.3419304202 5482466.638125011,98751.82084533812 5482460.901654484,98753.64648498714 5482464.948191429,98793.37641125126 5482448.312439864,98791.91812592186 5482444.917075827,98804.51949227967 5482439.180618896,98814.81654517804 5482463.81640122,98790.94964635195 5482472.73119088,98794.08885599233 5482480.684740975,98792.14076490345 5482481.39792514,98799.89973341173 5482499.646156278,98815.2172953449 5482493.211983973,98833.7408586129 5482537.6466250885,98817.24331007733 5482544.685488916,98819.40290819872 5482550.701086073,98816.80916406325 5482551.770870519,98821.96325648697 5482564.019136103,98824.913222993 5482560.933811963,98826.81678628556 5482557.011265687,98827.27319619781 5482552.546076715,98826.03754985 5482548.111898152,98835.32159538216 5482544.003308044,98836.5906375772 5482548.344459912,98836.701957068 5482555.491860863,98835.58876216006 5482561.414440276,98832.62766370496 5482566.825386597,98829.28807898116 5482570.840962006,98826.20452908619 5482573.46116467,98826.51622366041 5482574.267381024,98818.92423438832 5482577.523255485,98818.59027591592 5482577.042626327,98814.15976018237 5482577.879851331,98809.01679970771 5482577.569767986,98804.00742262202 5482575.8953181105,98800.32274747675 5482574.034818606,98796.49335699347 5482570.825457849,98793.38754320034 5482567.476560869,98791.6843549912 5482565.274971853,98790.23720161089 5482562.871829516,98799.5991707866 5482558.88726587,98801.2133034031 5482561.6314982325,98803.42856126989 5482564.360227277,98805.67721498391 5482565.864129425,98808.01492429058 5482566.964923935,98811.69959943583 5482567.445552569,98814.7274895854 5482567.523073318,98809.59566105984 5482555.088753503,98806.26720828512 5482556.189546722,98804.08534626558 5482550.375499527,98786.83082519262 5482557.569414464,98768.14028268843 5482513.026148333,98784.33726859884 5482506.2818857,98776.85659881753 5482488.049145364,98775.01982721944 5482488.684810022,98771.42420766682 5482480.777764992,98764.06598932539 5482483.863062143,98764.44447559408 5482484.824310714,98749.00446222106 5482490.8553725965,98739.3419304202 5482466.638125011),(98789.90324313851 5482518.297529479,98796.80505156769 5482534.731854867,98813.39165569589 5482527.910055844,98806.3785277759 5482511.165661592,98789.90324313851 5482518.297529479))"
hospitals_point.1425644508,1425644508,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way,1,2025-08-28T18:38:18Z,,POINT (101754.38911646848 5763464.242149714),"SRID=3857;POLYGON((101568.58244867664 5763585.665607521,101624.59841644383 5763533.7305530235,101608.75765290394 5763516.600208978,101655.55636683344 5763475.285985726,101670.3284632617 5763491.5525384955,101694.54045250922 5763473.846469216,101733.37982284701 5763436.691029363,101731.6543707397 5763433.652063544,101736.55242833462 5763430.357185986,101719.8767686138 5763381.286047422,101714.08815509254 5763359.981452364,101707.95445114982 5763341.108054979,101688.05052619599 5763297.939307829,101692.68141701298 5763277.306672103,101715.82473914891 5763281.145298376,101732.33341963356 5763287.143155248,101803.96751195902 5763336.005846809,101838.92183206811 5763363.196331675,101865.02625265914 5763384.916790562,101875.69065987712 5763388.163667845,101901.20508716695 5763406.269428943,101914.541162164 5763463.354000371,101900.21434369888 5763483.635186079,101854.10581061231 5763495.15133738,101811.77100826362 5763564.296543096,101773.32125614365 5763540.336380795,101745.1128971766 5763582.370673576,101708.27727767311 5763592.367442958,101677.4863065197 5763569.622809581,101633.82680223059 5763630.451238669,101568.58244867664 5763585.665607521))"
